rowid,koi_fpflag_nt,koi_score,koi_period,koi_dikco_msky,koi_fpflag_co,koi_fpflag_ss,koi_num_transits,koi_count,koi_steff_err1,koi_fpflag_ec,koi_srho_err2,kepid,koi_fwm_sdeco,koi_depth,koi_dikco_mra_err,koi_fwm_stat_sig,koi_prad_err1,koi_dicco_msky,koi_smet_err2,koi_ror,koi_dikco_msky_err,koi_prad,koi_dor,classification,koi_pdisposition
1285,0,0.998,0.708621057,0.84,0,0,1324.0,4,108.0,0,-0.82834,5972334,0.15,187.5,0.23,0.355,0.12,0.65,-0.15,0.012345,0.28,1.2,3.689,1,CANDIDATE
1286,0,0.959,2.46106962,0.88,0,0,242.0,2,98.0,0,-0.02648,6616218,0.84,84.2,0.28,0.004,0.1,0.72,-0.15,0.008661,0.39,0.84,7.17,1,CANDIDATE
1287,0,1.0,3.403743926,0.38,0,1,393.0,1,152.0,0,-0.08299,6696462,-0.46,815.9,0.11,0.012,2.74,0.34,-0.3,0.115663,0.11,10.77,5.26,0,FALSE POSITIVE
1288,0,1.0,8.03753796,0.59,0,0,168.0,1,151.0,0,-0.4035,7220429,0.09,286.5,0.16,0.014,0.2,0.4,-0.25,0.017584,0.16,1.54,12.7,1,CANDIDATE
1289,0,0.983,2.43902575,0.5,0,1,551.0,1,78.0,0,-0.97381,7222086,-0.04,82.5,0.85,0.001,0.55,0.6,-0.15,0.008574,0.85,2.61,14.24,0,FALSE POSITIVE
1290,0,0.999,56.3587987,0.17,0,0,22.0,1,162.0,0,-0.10922,12406749,0.29,2559.6,0.1,0.468,0.96,0.27,-0.3,0.056204,0.1,5.04,33.7,1,CANDIDATE
1291,0,0.693,242.467406,1.57,0,0,6.0,2,113.0,0,-0.27844,8692861,0.49,340.3,0.41,0.133,0.21,1.46,-0.15,0.016782,0.62,1.73,144.9,1,CANDIDATE
1292,0,0.922,169.4976085,0.021,0,0,6.0,1,84.0,0,-0.03255,7811397,-0.089,12192.0,0.081,0.001,0.9,0.05,-0.15,0.105415,0.095,9.06,152.0,1,CANDIDATE
1293,0,0.961,76.13622222,0.398,0,0,16.0,1,111.0,0,-0.25182,12403119,-0.359,2949.5,0.073,0.0,0.6,0.128,-0.15,0.049061,0.073,4.78,76.789,1,CANDIDATE
1294,0,0.0,4.9883872,3.61,1,0,174.0,1,174.0,0,-0.00113,9842890,-1.86,638.2,0.45,0.0,0.74,5.04,-0.3,0.028768,0.57,2.59,2.004,0,FALSE POSITIVE
1295,0,0.0,2.586878667,0.047,0,1,520.0,1,165.0,0,-0.00472,8113154,-0.0468,25480.0,0.068,0.0,5.89,0.039,-0.3,0.154998,0.067,19.84,3.178,0,FALSE POSITIVE
1296,0,0.186,3.964333304,0.142,0,1,338.0,1,77.0,0,-0.00917,5270698,0.0883,25886.0,0.067,0.0,6.08,0.012,-0.15,0.14653,0.068,37.09,7.372,0,FALSE POSITIVE
1297,0,0.0,1.525924389,0.045,0,1,567.0,1,194.0,0,-0.01915,5024450,-0.2602,24627.0,0.067,0.15099363807728558,17.22,0.14,-0.3,0.430772,0.067,49.86,3.064,0,FALSE POSITIVE
1298,0,0.926,5.910371418,0.22,0,1,144.0,2,200.0,0,-0.00106,5282049,2.749,17219.0,0.068,0.0,3.84,7.25,-0.3,0.120663,0.068,12.62,13.0035,0,FALSE POSITIVE
1299,0,0.733,0.917568975,0.351,0,0,1458.0,1,154.0,0,-0.13278,5475431,1.34,15805.0,0.068,0.0,2.89,0.439,-0.3,0.122207,0.068,11.92,3.18,1,CANDIDATE
1300,0,1.0,5.92365747,0.69,0,0,178.0,2,69.0,0,-0.93105,10027323,0.65,406.5,0.17,0.275,0.07,0.34,-0.15,0.018295,0.46,0.99,17.51,1,CANDIDATE
1301,0,0.738,105.3582299,0.95,0,0,11.0,2,69.0,0,-5.12285,10027323,0.01,1210.2,0.24,0.054,0.13,0.56,-0.15,0.034493,0.38,1.87,150.5,1,CANDIDATE
1302,0,0.998,3.24325988,0.082,0,0,413.0,1,69.0,0,-0.02137,12019440,0.0149,16451.0,0.068,0.0,2.11,0.021,-0.15,0.116687,0.068,12.91,9.095,1,CANDIDATE
1303,0,1.0,7.79668781,0.22,0,0,171.0,1,117.0,0,-0.25753,5039228,-0.37,361.3,0.13,0.0,0.49,11.9,-0.15,0.017502,0.15,2.44,12.9909,1,CANDIDATE
1304,0,0.986,56.4758069,0.382,0,0,24.0,3,74.0,0,-0.23924,10004738,0.06,1091.8,0.13,0.528,0.25,0.15,-0.2,0.035104,0.1,3.22,41.5,1,CANDIDATE
1305,0,1.0,92.8747294,0.46,0,0,16.0,3,74.0,0,-0.04215,10004738,0.56,658.8,0.16,0.057,0.21,0.28,-0.2,0.028851,0.21,2.64,44.3,1,CANDIDATE
1306,0,0.999,1.538180949,0.68,0,0,852.0,1,74.0,0,-1.03128,7304449,-1.33,841.0,0.098,0.007,0.23,0.06,-0.1,0.033564,0.1,1.0,4.27,1,CANDIDATE
1307,0,1.0,10.4188915,0.06,0,0,128.0,1,173.0,0,-0.29684,7386827,0.05,670.0,0.11,0.0,0.93,0.08,-0.3,0.027287,0.1,3.17,15.06,1,CANDIDATE
1308,0,1.0,20.4998763,0.37,0,0,67.0,1,174.0,0,-0.00186,7522911,1.36,437.8,0.32,0.0,0.92,0.45,-0.3,0.023842,0.37,2.8,9.67,1,CANDIDATE
1309,0,1.0,1.921437488,0.2,0,0,697.0,1,158.0,0,-0.10251,7626370,-0.08,278.7,0.15,0.17,0.41,0.07,-0.25,0.019017,0.098,1.77,3.52,1,CANDIDATE
1310,0,0.998,96.109323,0.57,0,0,14.0,2,104.0,0,-0.03662,7703955,-0.05,982.3,0.25,0.829,0.54,0.55,-0.15,0.036533,0.25,4.01,31.2,1,CANDIDATE
1311,0,1.0,20.38174802,0.149,0,0,67.0,2,77.0,0,-0.94227,7512982,-0.02,1597.1,0.097,0.004,0.11,0.047,-0.15,0.035772,0.096,3.16,40.77,1,CANDIDATE
1312,0,0.977,7.00447892,0.9,0,0,193.0,2,77.0,0,-1.70643,7512982,2.8,231.4,1.0,0.011,0.04,0.7,-0.15,0.013481,1.0,1.19,20.14,1,CANDIDATE
1313,0,1.0,5.101375725,0.08,0,0,220.0,1,164.0,0,-0.67835,9597806,-0.56,894.6,0.1,0.036,0.88,0.03,-0.3,0.027246,0.11,2.84,15.434,1,CANDIDATE
1314,0,0.0,17.7940049,8.534,1,1,65.0,1,175.0,1,-0.27552,7812167,-51.09,879.4,0.067,0.0,101.5,7.931,-0.3,2.74095,0.067,312.48,13.61,0,FALSE POSITIVE
1315,0,0.133,3.47021401,6.8,1,0,323.0,1,176.0,0,-1.3214,11760959,-0.498,1105.2,1.2,0.0,0.21,1.9,-0.3,0.029549,1.2,2.4,11.91,0,FALSE POSITIVE
1316,0,1.0,30.69395532,0.096,0,0,27.0,1,193.0,0,-1.02125,5283458,0.444,18121.0,0.07,0.0,4.37,0.17,-0.35,0.123454,0.071,13.72,89.264,1,CANDIDATE
1317,0,0.0,2.139325409,0.724,0,1,625.0,1,130.0,0,-0.01984,9940565,0.9957,6897.8,0.071,0.0,1.15,5.58,-0.3,0.159601,0.072,11.61,3.4,0,FALSE POSITIVE
1318,0,0.0,29.48106127,0.127,0,0,47.0,1,169.0,0,-0.11,8053552,-0.031,11871.0,0.071,0.0,4.49,0.052,-0.3,0.168781,0.07,16.61,38.87,1,CANDIDATE
1319,0,0.0,572.376632,0.06,0,0,4.0,2,112.0,0,-0.0618,9663113,-0.29,1743.4,1.7,0.911,1.04,0.1,-0.15,0.040914,0.59,5.8,136.1,1,CANDIDATE
1320,0,0.0,2.233799622,2.722,1,1,597.0,1,153.0,0,-0.00469,8111381,1.81,2658.5,0.068,0.0,7.92,2.878,-0.3,0.309919,0.068,28.63,2.55,0,FALSE POSITIVE
1321,0,0.0,31.13862664,2.359,1,1,36.0,1,182.0,0,-0.04126,5444549,1.349,11427.0,0.069,0.0,3.72,2.154,-0.3,0.117961,0.069,12.88,30.72,0,FALSE POSITIVE
1322,0,1.0,13.93068791,0.22,0,0,93.0,3,74.0,0,-0.59444,10004738,-0.52,186.5,0.6,0.183,0.11,0.4,-0.2,0.015266,0.34,1.4,20.58,1,CANDIDATE
1323,0,0.9,20.4074846,0.56,0,0,69.0,2,158.0,0,-0.00492,5474613,-0.53,363.4,0.23,0.832,0.87,0.49,-0.3,0.027361,0.21,2.9,5.19,1,CANDIDATE
1324,0,0.0,12.36564669,6.218,1,1,105.0,1,163.0,0,-0.00835,4860932,9.7,388.4,0.097,0.0,7.6,6.55,-0.35,0.23938,0.089,24.89,5.78,0,FALSE POSITIVE
1325,0,0.999,10.35078415,0.33,0,0,131.0,2,82.0,0,-0.03693,5438757,-0.24,273.1,0.32,0.58,0.31,0.4,-0.15,0.016746,0.21,1.97,8.14,1,CANDIDATE
1326,0,0.838,62.9224936,0.23,0,0,19.0,2,82.0,0,-0.00722,5438757,0.8,417.8,0.26,0.006,0.42,0.58,-0.15,0.023333,0.25,2.75,17.85,1,CANDIDATE
1327,0,1.0,32.7737631,0.45,0,0,43.0,1,84.0,0,-0.03646,7750419,0.19,564.5,0.22,0.014,0.78,0.43,-0.15,0.029843,0.37,5.0,25.2,1,CANDIDATE
1328,0,0.0,38.6520796,0.37,0,0,24.0,4,108.0,0,-0.64971,5972334,-0.62,566.5,0.23,0.046,0.21,0.22,-0.15,0.021372,0.25,2.07,53.75,1,CANDIDATE
1329,0,0.997,14.20442616,0.75,0,0,49.0,1,193.0,0,-0.87493,7815744,-1.03,800.6,0.11,0.002,0.3,0.46,-0.3,0.025721,0.18,1.9,28.56,1,CANDIDATE
1330,0,0.991,55.673582,0.44,0,0,22.0,1,79.0,0,-2.36737,7955580,0.21,765.1,0.17,0.476,0.1,0.51,-0.15,0.02478,0.17,2.19,111.1,1,CANDIDATE
1331,0,1.0,6.82778157,0.48,0,0,188.0,2,83.0,0,-0.77689,8230616,-0.64,545.8,0.21,0.005,0.08,0.25,-0.15,0.02144,0.23,1.34,21.22,1,CANDIDATE
1332,0,0.0,0.687895191,12.17,1,1,1954.0,1,133.0,1,-0.12256,9692345,-6.51,462.5,0.13,0.0,0.1,11.88,-0.3,0.019013,0.13,1.35,2.2898,0,FALSE POSITIVE
1333,0,1.0,127.2824442,0.36,0,0,11.0,2,115.0,0,-0.08104,7898352,-0.15,8088.6,0.072,0.0,1.87,0.03,-0.15,0.093207,0.092,12.04,97.12,1,CANDIDATE
1334,0,1.0,10.06083238,0.27,0,0,130.0,1,114.0,0,-0.01047,11402995,-0.06,460.2,0.092,0.0,0.41,0.043,-0.15,0.020765,0.1,2.58,12.94,1,CANDIDATE
1335,0,1.0,30.1837021,0.26,0,0,41.0,2,115.0,0,-0.3777,7898352,0.07,974.9,0.1,0.239,0.57,0.11,-0.15,0.028292,0.17,3.65,40.33,1,CANDIDATE
1336,0,0.0,2.92928244,9.82,1,0,459.0,1,161.0,1,-0.00046,12062667,-34.99,268.6,0.071,0.0,6.95,9.844,-0.3,0.156318,0.076,38.42,1.312,0,FALSE POSITIVE
1337,0,0.939,77.63424586,0.104,0,0,14.0,1,172.0,0,-1.32095,7984047,0.367,16612.0,0.081,0.0,0.67,0.15,-0.3,0.113974,0.075,9.4,160.31,1,CANDIDATE
1338,0,0.331,52.75878505,0.056,0,0,26.0,1,174.0,0,-0.01809,7951018,0.14,5805.8,0.072,0.608,2.91,0.007,-0.35,0.070522,0.075,8.76,61.4,1,CANDIDATE
1339,0,0.0,1.332564478,3.97,1,1,849.0,1,189.0,1,-0.00774,9899355,5.6,1071.5,0.45,0.0,7.89,4.06,-0.3,0.282065,0.37,27.04,1.355,0,FALSE POSITIVE
1340,0,0.0,41.0772969,1.8125658216588836,1,1,28.0,1,189.0,1,-0.71438,12644774,-38.15,1216.8,0.4253372248165444,0.0,0.91,1.8665610708310096,-0.3,0.03173,0.4760600400266844,3.25,58.58,0,FALSE POSITIVE
1341,0,0.0,135.9121619,5.309,0,1,8.0,1,192.0,0,-0.11846,9902856,3.42,10188.0,0.087,0.0,12.28,4.929,-0.3,0.383715,0.093,40.18,107.0,0,FALSE POSITIVE
1342,0,1.0,42.4729078,0.2,0,0,30.0,4,76.0,0,-0.17436,7747425,-1.21,334.0,0.38,0.009,0.29,0.17,-0.15,0.016741,0.43,2.03,42.5,1,CANDIDATE
1343,0,0.998,15.17026921,0.39,0,0,90.0,4,113.0,0,-0.05968,9892816,-0.14,224.8,0.36,0.301,0.41,0.38,-0.2,0.016517,0.27,2.47,11.75,1,CANDIDATE
1344,0,0.603,39.4576228,0.85,0,0,33.0,4,113.0,0,-0.00702,9892816,-0.51,244.8,0.22,0.056,0.46,0.86,-0.2,0.018714,0.26,2.8,10.21,1,CANDIDATE
1345,0,1.0,17.8159689,0.09,0,0,75.0,1,107.0,0,-0.09905,9836149,-0.36,776.8,0.12,0.008,0.46,0.15,-0.15,0.030625,0.13,3.12,17.87,1,CANDIDATE
1346,0,1.0,36.5157639,0.21,0,0,31.0,1,77.0,0,-1.28576,4813563,0.28,861.3,0.11,0.059,0.1,0.08,-0.15,0.029932,0.12,2.55,50.7,1,CANDIDATE
1347,0,1.0,14.07969236,0.32,0,0,94.0,1,78.0,0,-4.07226,2985767,-0.31,169.5,0.34,0.072,0.36,0.35,-0.15,0.012317,0.3,2.08,66.8,1,CANDIDATE
1348,0,0.998,16.54081386,0.47,0,0,80.0,1,101.0,0,-2.4665,2304320,-0.99,370.0,0.17,0.0,0.1,0.43,-0.15,0.018716,0.2,1.57,36.5,1,CANDIDATE
1349,0,1.0,3.609313059,0.18,0,0,242.0,2,169.0,0,-0.61878,3657758,-0.02,1375.1,0.11,0.0,0.92,0.13,-0.3,0.034342,0.14,3.26,14.78,1,CANDIDATE
1350,0,1.0,1.93155546,0.161,0,0,552.0,1,73.0,0,-0.60038,9790806,0.09,504.9,0.083,0.177,0.26,0.16,-0.15,0.023982,0.091,2.25,5.15,1,CANDIDATE
1351,0,0.978,8.41100305,0.5,0,0,162.0,2,75.0,0,-0.06395,6382217,-0.23,755.6,0.42,0.006,0.09,0.41,-0.15,0.030498,0.4,1.8,12.94,1,CANDIDATE
1352,0,1.0,13.52252364,0.1,0,0,77.0,1,106.0,0,-0.62836,5375194,-0.36,690.6,0.12,0.0,0.2,0.02,-0.15,0.02369,0.13,2.11,25.94,1,CANDIDATE
1353,0,0.987,134.2520474,0.38,0,0,9.0,1,105.0,0,-0.49174,6468138,-0.13,832.1,0.13,0.115,0.54,0.34,-0.15,0.026201,0.2,3.43,116.123,1,CANDIDATE
1354,0,0.999,3.268695042,0.119,0,0,413.0,2,80.0,0,-0.00031,10019708,0.151,10091.0,0.067,0.0,2.61,0.021,-0.15,0.091563,0.067,16.91,7.9079,1,CANDIDATE
1355,0,1.0,99.7468804,0.11,0,0,11.0,1,169.0,0,-0.08223,11875734,0.49,1287.0,0.11,0.263,1.4,0.17,-0.25,0.037015,0.11,3.94,69.9,1,CANDIDATE
1356,0,0.0,22.84156293,0.23,0,1,57.0,2,175.0,0,-0.13624,7697568,0.35,2940.7,0.11,0.002,5.56,0.17,-0.3,0.332581,0.12,30.0,27.7,0,FALSE POSITIVE
1357,0,0.998,11.720124,0.182,0,0,111.0,1,158.0,0,-0.15615,7046804,0.159,9763.3,0.069,0.0,1.06,0.018,-0.3,0.094404,0.069,7.94,26.83,1,CANDIDATE
1358,0,1.0,4.33643506,0.09,0,0,312.0,1,74.0,0,-0.20858,7449136,-0.06,108.5,0.16,0.153,0.07,0.09,-0.15,0.010024,0.21,1.75,6.29,1,CANDIDATE
1359,0,1.0,15.95541913,0.28,0,0,82.0,2,78.0,0,-0.4643,8680979,0.87,762.6,0.13,0.001,0.07,0.39,-0.15,0.024767,0.14,2.18,29.84,1,CANDIDATE
1360,0,0.99,8.25980352,0.54,0,0,154.0,2,78.0,0,-1.17026,8680979,1.2,298.4,0.66,0.01,0.04,0.55,-0.15,0.015322,0.51,1.35,21.61,1,CANDIDATE
1361,0,1.0,62.5613879,0.12,0,0,21.0,1,169.0,0,-0.27413,9030537,-0.65,1372.6,0.12,0.333,0.93,0.24,-0.3,0.038618,0.12,3.54,49.2,1,CANDIDATE
1362,0,1.0,8.96847034,0.22,0,0,145.0,2,105.0,0,-0.42631,6949061,0.24,234.3,0.16,0.003,0.35,0.29,-0.15,0.014445,0.2,2.17,13.19,1,CANDIDATE
1363,0,1.0,1.907810683,0.27,0,0,703.0,2,97.0,0,-0.34559,7269493,0.12,120.5,0.17,0.148,0.09,0.24,-0.15,0.010107,0.18,0.91,7.22,1,CANDIDATE
1364,0,1.0,32.85862571,1.84,0,0,31.0,1,79.0,0,-0.18051,5513648,-0.52,162.8,0.55,0.001,0.15,1.9,-0.15,0.014989,0.51,2.31,27.4,1,CANDIDATE
1365,0,0.0,48.11881255,0.247,0,1,30.0,1,162.0,0,-0.02707,9164836,-0.089,69851.0,0.068,0.0,13.93,0.062,-0.3,0.474443,0.068,45.18,69.995,0,FALSE POSITIVE
1366,0,1.0,2.229326354,1.37,0,0,603.0,1,110.0,0,-0.68595,7887791,0.35,49.1,0.76,0.573,0.08,1.58,-0.15,0.006393,0.67,0.6,8.35,1,CANDIDATE
1367,0,1.0,2.514628496,0.13,0,0,526.0,1,152.0,0,-1.32777,11657891,-0.09,228.4,0.25,0.524,0.31,0.33,-0.3,0.013835,0.25,1.27,11.65,1,CANDIDATE
1368,0,1.0,8.025118521,0.112,0,0,169.0,1,120.0,0,-0.00546,6305192,-0.106,3120.4,0.07,0.0,1.37,0.075,-0.15,0.052128,0.069,7.79,10.86,1,CANDIDATE
1369,0,1.0,5.79529495,0.37,0,0,219.0,2,75.0,0,-1.44946,6382217,-0.67,334.3,0.26,0.072,0.06,0.38,-0.15,0.01791,0.28,1.05,14.16,1,CANDIDATE
1370,0,0.979,73.7578875,0.34,0,0,15.0,3,192.0,0,-12.24071,9634821,1.6,1836.9,0.1,0.0,2.21,9.68,-0.25,0.042132,0.12,4.28,159.1,1,CANDIDATE
1371,0,1.0,8.56267266,0.28,0,0,132.0,3,192.0,0,-9.82758,9634821,2.67,608.1,0.15,0.093,1.17,9.75,-0.25,0.022272,0.17,2.26,41.3,1,CANDIDATE
1372,0,1.0,8.30537702,0.15,0,0,158.0,4,109.0,0,-0.81563,8950568,0.43,365.6,0.13,0.013,0.18,0.04,-0.15,0.017763,0.13,1.69,15.11,1,CANDIDATE
1373,0,1.0,13.22714056,0.28,0,0,100.0,2,103.0,0,-0.91132,3326377,-1.05,812.0,0.099,0.009,0.15,0.28,-0.15,0.025421,0.14,2.22,31.53,1,CANDIDATE
1374,0,1.0,51.8098276,0.27,0,0,17.0,4,103.0,0,-1.56991,11601584,-0.04,1025.4,0.099,0.15099363807728558,0.19,0.18,-0.15,0.028842,0.12,2.6,61.9,1,CANDIDATE
1375,0,0.95,4.38536428,0.46,0,0,240.0,4,103.0,0,-0.46561,11601584,-0.33,198.5,0.18,0.15099363807728558,0.09,0.46,-0.15,0.012779,0.18,1.15,12.76,1,CANDIDATE
1376,0,0.85,34.20578508,1.94,0,0,27.0,4,103.0,0,0.0,11601584,0.7,183.2,0.39,0.15099363807728558,0.09,1.68,-0.15,0.012235,0.75,1.1,48.562056,1,CANDIDATE
1377,0,0.98,13.97945055,0.37,0,0,71.0,4,103.0,0,-2.48512,11601584,0.21,356.1,0.58,0.15099363807728558,0.15,0.38,-0.15,0.021836,0.53,1.97,37.7,1,CANDIDATE
1378,0,1.0,3.554856338,0.45,0,0,377.0,1,163.0,0,-0.522,8689793,-0.25,232.9,0.17,0.006,0.37,0.39,-0.3,0.014177,0.21,1.29,12.41,1,CANDIDATE
1379,0,1.0,5.28790754,0.13,0,0,255.0,1,52.0,0,-0.00095,11673802,-0.04,343.9,0.14,0.006,0.35,0.03,-0.15,0.017041,0.13,7.1,4.32,1,CANDIDATE
1380,0,1.0,8.45746636,0.25,0,0,164.0,3,117.0,0,-2.13782,4263293,-0.3,1320.3,0.13,0.124,0.16,0.14,-0.35,0.03274,0.13,1.87,28.53,1,CANDIDATE
1381,0,1.0,17.28116957,0.23,0,0,81.0,3,117.0,0,-2.76044,4263293,0.9,1562.8,0.16,0.0,0.17,0.19,-0.35,0.035589,0.16,2.04,47.36,1,CANDIDATE
1382,0,0.243,32.1340014,0.04,0,0,40.0,3,117.0,0,-6.77891,4263293,0.37,1262.0,0.21,0.056,0.15,0.08,-0.35,0.032079,0.24,1.84,91.2,1,CANDIDATE
1383,0,0.938,59.7711433,0.21,0,0,23.0,1,173.0,0,-0.2242,5695524,0.16,574.5,0.13,0.205,1.09,0.18,-0.3,0.025906,0.13,3.17,46.6,1,CANDIDATE
1384,0,1.0,4.417692516,0.6,0,0,302.0,1,77.0,0,-0.24171,6205897,-0.38,279.2,0.19,0.018,0.09,0.38,-0.15,0.021644,0.2,1.57,4.73,1,CANDIDATE
1385,0,1.0,10.08744556,0.17,0,0,130.0,1,168.0,0,-0.02251,7948784,-0.65,568.1,0.12,0.0,0.9,0.15,-0.3,0.026351,0.13,3.15,11.72,1,CANDIDATE
1386,0,1.0,16.34355902,0.02,0,0,84.0,1,77.0,0,-0.28048,9244756,0.12,829.4,0.18,0.473,0.5,0.07,-0.15,0.02826,0.16,3.26,16.85,1,CANDIDATE
1387,0,1.0,21.96401646,0.31,0,0,63.0,2,156.0,0,-0.09227,9650808,0.82,693.4,0.21,0.01,0.72,0.14,-0.3,0.0246,0.49,2.57,55.1,1,CANDIDATE
1388,0,0.899,125.602323,0.15,0,0,10.0,2,156.0,0,-1.31094,9650808,-0.47,925.7,0.33,0.472,0.81,0.07,-0.3,0.027646,0.33,2.89,138.52,1,CANDIDATE
1389,0,1.0,12.51353325,0.17,0,0,103.0,4,109.0,0,-0.67767,8950568,-0.35,430.8,0.2,0.455,0.19,0.06,-0.15,0.019678,0.38,1.88,18.4,1,CANDIDATE
1390,0,0.889,17.9134215,0.78,0,0,65.0,4,109.0,0,-0.33444,8950568,0.2,197.8,0.46,0.704,0.15,0.82,-0.15,0.014619,0.45,1.39,18.24,1,CANDIDATE
1391,0,0.998,25.2149143,0.23,0,0,53.0,4,109.0,0,-0.16126,8950568,0.9,174.1,0.27,0.161,0.13,0.32,-0.15,0.012512,0.33,1.19,27.3,1,CANDIDATE
1392,0,0.951,5.42586901,1.06,0,0,250.0,2,75.0,0,-0.97808,8804845,-0.2,259.0,0.53,0.004,0.2,0.98,-0.15,0.01453,0.53,1.48,16.52,1,CANDIDATE
1393,0,1.0,19.58561177,0.17,0,0,57.0,1,112.0,0,-1.05872,10480915,-1.07,532.9,0.18,0.001,0.41,0.22,-0.15,0.028415,0.2,3.09,30.5,1,CANDIDATE
1394,0,1.0,4.544436472,0.11,0,0,299.0,3,81.0,0,-0.10031,11709244,-0.02,879.3,0.097,0.009,0.34,0.02,-0.15,0.029367,0.1,3.0,13.9,1,CANDIDATE
1395,0,0.974,12.76220558,0.25,0,0,95.0,3,81.0,0,-0.00623,11709244,-0.1,653.8,0.11,0.675,0.35,0.32,-0.15,0.03105,0.17,3.18,18.29,1,CANDIDATE
1396,0,0.999,38.7149617,0.42,0,0,34.0,3,81.0,0,-3.14103,11709244,-1.06,694.8,0.23,0.008,0.3,0.39,-0.15,0.025654,0.27,2.62,65.2,1,CANDIDATE
1397,0,0.0,8.78458274,13.188,1,1,150.0,2,80.0,0,-0.01571,10019708,188.9,210.8,0.076,0.0,0.4,13.29,-0.15,0.014093,0.075,2.6,7.85,0,FALSE POSITIVE
1398,0,1.0,3.69298623,0.08,0,0,287.0,3,118.0,0,-1.41451,11853878,0.25,763.3,0.11,0.19,0.15,0.08,-0.3,0.027871,0.11,1.74,10.77,1,CANDIDATE
1399,0,1.0,5.334082429,0.08,0,0,253.0,1,82.0,0,-0.00432,5728139,-0.038,4676.5,0.069,0.0,2.45,0.043,-0.15,0.062872,0.069,13.08,6.9812,1,CANDIDATE
1400,0,1.0,6.4980147,0.3,0,0,200.0,1,104.0,0,-0.05507,7668663,0.16,190.9,0.2,0.918,0.27,0.06,-0.15,0.015491,0.21,1.87,8.8,1,CANDIDATE
1401,0,0.975,19.76169247,0.51,0,0,68.0,2,291.0,0,-0.12261,7047922,-1.13,392.5,0.22,0.0,0.94,0.49,-0.3,0.021935,0.2,2.81,16.87,1,CANDIDATE
1402,0,1.0,5.18498961,0.18,0,0,261.0,1,131.0,0,-1.85921,9353314,-0.22,430.1,0.13,0.923,0.09,0.18,-0.3,0.018775,0.13,1.15,18.865,1,CANDIDATE
1403,0,0.956,85.6542476,0.54,0,0,16.0,1,69.0,0,-0.85284,3629967,0.13,476.0,0.25,0.0,0.54,1.0,-0.1,0.019774,0.27,3.56,97.18,1,CANDIDATE
1404,0,1.0,19.32945602,0.28,0,0,67.0,1,149.0,0,-1.24277,9347009,-0.78,935.5,0.17,0.028,0.27,0.25,-0.3,0.027084,0.17,2.26,39.98,1,CANDIDATE
1405,0,0.991,17.79108667,0.4,0,0,75.0,2,79.0,0,-3.3759,11253711,0.46,414.2,0.25,0.08,0.47,0.25,-0.15,0.019651,0.28,2.88,39.9,1,CANDIDATE
1406,0,1.0,3.290114076,0.23,0,0,408.0,1,134.0,0,-2.63165,4917596,-0.17,645.3,0.13,0.225,0.12,0.27,-0.3,0.02297,0.13,1.49,16.65,1,CANDIDATE
1407,0,0.0,2.086075752,4.366,1,1,641.0,1,168.0,1,-0.03975,4743513,-2.52,3657.8,0.07,0.0,2.08,3.947,-0.25,0.066543,0.071,10.3,3.991,0,FALSE POSITIVE
1408,0,1.0,3.311864148,0.241,0,0,319.0,1,73.0,0,-0.17755,11046458,0.115,5976.5,0.072,0.0,1.16,0.044,-0.15,0.088567,0.074,9.06,10.942,1,CANDIDATE
1409,0,0.994,63.0732241,0.25,0,0,23.0,1,74.0,0,-0.88392,9111849,-0.26,671.3,0.12,0.599,4.46,0.31,-0.1,0.025655,0.13,17.8,62.8,1,CANDIDATE
1410,0,1.0,2.422084188,0.203,0,0,551.0,2,149.0,0,-0.28373,7132798,-0.212,1871.8,0.07,0.0,0.75,0.01,-0.3,0.039181,0.073,3.55,7.5197,1,CANDIDATE
1411,0,0.983,78.5461106,0.29,0,0,18.0,1,78.0,0,-0.2725,3448130,0.41,658.7,0.21,0.0,0.58,3.08,-0.15,0.023284,0.21,3.55,70.6,1,CANDIDATE
1412,0,1.0,16.92342126,0.12,0,0,70.0,1,78.0,0,-0.0036,9656252,0.62,1125.3,0.11,0.001,0.5,0.15,-0.15,0.031414,0.14,3.4,27.61,1,CANDIDATE
1413,0,1.0,5.47665801,0.37,0,0,188.0,3,125.0,0,-0.04199,6026438,0.05,648.0,0.19,0.771,0.13,0.34,-0.3,0.026032,0.18,2.01,10.82,1,CANDIDATE
1414,0,1.0,4.580346161,0.28,0,0,268.0,3,101.0,0,-0.55033,9471268,-0.12,308.3,0.14,0.226,0.09,0.09,-0.15,0.015995,0.15,1.38,15.71,1,CANDIDATE
1415,0,1.0,2.248288213,0.47,0,0,596.0,3,101.0,0,-0.94848,9471268,0.4,263.2,0.082,0.0,0.08,0.34,-0.15,0.014461,0.13,1.25,8.578,1,CANDIDATE
1416,0,1.0,6.76690759,0.2,0,0,169.0,3,101.0,0,-4.74696,9471268,0.7,249.3,0.14,0.0,0.09,0.32,-0.15,0.015191,0.23,1.31,23.7,1,CANDIDATE
1417,0,1.0,34.1732156,0.14,0,0,42.0,2,93.0,0,-0.41689,10657406,0.4,635.0,0.13,0.042,0.22,0.19,-0.15,0.026045,0.23,2.37,34.2,1,CANDIDATE
1418,0,1.0,16.7364755,0.07,0,0,80.0,1,77.0,0,-1.58984,5526527,0.59,1147.0,0.12,0.0,0.09,0.06,-0.15,0.038278,0.13,2.73,30.8,1,CANDIDATE
